brand,carName,carImg,saleVolume,price,manufacturer,rank,carModel,energyType,marketTime,insure
福特,领睿,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/a4bb9d35af694fbd9ba21ba61bdce752~tplv-resize:640:0.png?psm=motor.rank.data,832,"[9.88, 16.98]",江铃福特,345,中型SUV,汽油,2025.06,3年或10万公里
奔驰,奔驰V级,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/cf19e3c962774001b651146becadbd34~tplv-resize:640:0.png?psm=motor.rank.data,827,"[49.68, 66.98]",福建奔驰,346,中大型MPV,48V轻混系统,2024.08,3年或6万公里
捷途,捷途X90,https://p3-dcd.byteimg.com/motor-mis-img/db9398d99c107b4ee74543a8fa39cc8a~tplv-resize:640:0.png?psm=motor.rank.data,826,"[12.99, 16.29]",奇瑞汽车,347,中型SUV,汽油,2022.11,4年或10万公里
五菱汽车,五菱缤果PLUS,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/59f2a4184e454c1084b569571118d1a3~tplv-resize:640:0.png?psm=motor.rank.data,822,"[6.58, 9.88]",上汽通用五菱,348,小型SUV,纯电动,2024.03,4年或15万公里
奇瑞,多米,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/1082dd9923e04c45b1698bc0515ad420~tplv-resize:640:0.png?psm=motor.rank.data,810,"[5.69, 6.69]",奇瑞新能源,349,小型车,纯电动,2025.06,3年或12万公里
五菱汽车,五菱星光EV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/f6a280c8e57e47b9b0be62d706190714~tplv-resize:640:0.png?psm=motor.rank.data,804,"[9.98, 11.58]",上汽通用五菱,350,中型车,纯电动,2025.05,6年或15万公里
奥迪,奥迪A7L,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/dfe5bc8192d64010adf766872e11f634~tplv-resize:640:0.png?psm=motor.rank.data,800,"[31.7, 55.42]",上汽奥迪,351,中大型车,汽油,2025.06,3年或10万公里
名爵,MG7,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/b0f952ca6faf46b1bb0fc809ab964a49~tplv-resize:640:0.png?psm=motor.rank.data,794,"[10.69, 15.99]",上汽集团,352,中型车,汽油,2024.11,3年或10万公里
星途,星途凌云,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/853fdb987a25489ab4c0cfeebfc4c3bf~tplv-resize:640:0.png?psm=motor.rank.data,783,"[12.29, 16.99]",星途,353,中型SUV,汽油,2024.07,3年或10万公里
奔腾,奔腾NAT,https://p3-dcd.byteimg.com/motor-mis-img/86e59b68321279091b353bb89ec0d411~tplv-resize:640:0.png?psm=motor.rank.data,772,"[13.98, 16.48]",一汽奔腾,354,紧凑型MPV,纯电动,2024.12,3年或30万公里
大众,威然,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/4cd4facb17b54ead99f1da162272c269~tplv-resize:640:0.png?psm=motor.rank.data,766,"[19.99, 30.49]",上汽大众,355,中大型MPV,汽油,2025.09,3年或10万公里
腾势,腾势D9 EV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/6def5aa987874ef49853429bad00c370~tplv-resize:640:0.png?psm=motor.rank.data,764,"[31.98, 46.98]",腾势汽车,356,中大型MPV,纯电动,2025.08,6年或15万公里
星途,星纪元ET,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/2011d312a165468ba933195a69bf6ab0~tplv-resize:640:0.png?psm=motor.rank.data,756,"[18.98, 31.98]",星途,357,中大型SUV,纯电动,2025.03,4年或12万公里
比亚迪,比亚迪e2,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/b8781cd4b8d749f997db471d7ee5b563~tplv-resize:640:0.png?psm=motor.rank.data,741,"[8.98, 14.78]",比亚迪,358,紧凑型车,纯电动,2024.03,6年或15万公里
本田,e:NP2 极湃2,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/ee70fe92147b48e0b0dadf6640efa893~tplv-resize:640:0.png?psm=motor.rank.data,735,"[12.98, 12.98]",广汽本田,359,紧凑型SUV,纯电动,2024.04,3年或12万公里
哈弗,哈弗H5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/4611e0de6c144447bec6e8afe4603a64~tplv-resize:640:0.png?psm=motor.rank.data,727,"[10.28, 15.78]",长城汽车,360,大型SUV,汽油,2025.03,3年或10万公里
起亚,起亚K3,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/472cba0cc0a54bd6aca66872589b2e1d~tplv-resize:640:0.png?psm=motor.rank.data,721,"[7.69, 14.39]",起亚,361,紧凑型车,汽油,2024.02,3年或10万公里
本田,艾力绅,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/64ff8872dd76467c88d59e3bb4e6aaa6~tplv-resize:640:0.png?psm=motor.rank.data,717,"[23.48, 30.38]",东风本田,362,中型MPV,油电混合,2025.08,3年或10万公里
知豆,知豆彩虹,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/2423341df9e64b588bf3aa9fa66604d3~tplv-resize:640:0.png?psm=motor.rank.data,715,"[3.19, 6.09]",知豆电动车,363,微型车,纯电动,2025.04,3年或10万公里
五菱汽车,五菱星光S PHEV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/c1eb01371bb44e78937ae786b9361a23~tplv-resize:640:0.png?psm=motor.rank.data,714,"[8.28, 11.98]",上汽通用五菱,364,紧凑型SUV,插电式混合动力,2025.08,6年或15万公里
红旗,红旗HS7 PHEV,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/17d4a93987364e6d86b916aba5d8ab99~tplv-resize:640:0.png?psm=motor.rank.data,709,"[23.98, 29.18]",一汽红旗,365,中大型SUV,插电式混合动力,2025.08,4年或10万公里
捷豹,捷豹XFL,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/ff4471d5fe15485abe12491dc23c2c78~tplv-resize:640:0.png?psm=motor.rank.data,709,"[43.99, 48.99]",奇瑞捷豹路虎,366,中大型车,汽油,2025.08,3年或10万公里
长安启源,长安启源A05,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/90024992da744ec1a944c8bca7fb6a3d~tplv-resize:640:0.png?psm=motor.rank.data,706,"[5.89, 7.99]",长安启源,367,紧凑型车,插电式混合动力,2024.10,3年或12万公里
比亚迪,海狮07DM,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/971b1abd5cf24e86a58b28a3d9f5d93b~tplv-resize:640:0.png?psm=motor.rank.data,703,"[16.98, 20.58]",比亚迪,368,中大型SUV,插电式混合动力,2025.05,6年或15万公里
江铃集团新能源,羿,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/0ac527702eb54802bd818a25aa6a403b~tplv-resize:640:0.png?psm=motor.rank.data,694,"[11.88, 19.98]",江铃集团新能源,369,紧凑型车,纯电动,2024.04,3年或6万公里
极氪,ZEEKR 9X,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/525969300e2a423f9065de584dcab0a7~tplv-resize:640:0.png?psm=motor.rank.data,686,"[46.59, 59.99]",极氪,370,大型SUV,插电式混合动力,2025.09,6年或15万公里
奥迪,奥迪Q2L,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/64a11189be294527bd89ac26a9aba2c3~tplv-resize:640:0.png?psm=motor.rank.data,673,"[14.47, 17.85]",一汽奥迪,371,小型SUV,汽油,2025.08,3年或10万公里
东风风神,奕炫,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/da8c3cb56fd54c9db0f4ae0f4e0c0c54~tplv-resize:640:0.png?psm=motor.rank.data,658,"[6.49, 10.68]",东风乘用车,372,紧凑型车,汽油,2025.05,3年或10万公里
凯翼,昆仑,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/2e9b4807525e49c98142a0af0b91b878~tplv-resize:640:0.png?psm=motor.rank.data,656,"[9.89, 15.99]",凯翼汽车,373,中型SUV,汽油,2025.03,4年或10万公里
哈弗,哈弗大狗PLUS PHEV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/9164caa0c930463dac91cd8e5458ffff~tplv-resize:640:0.png?psm=motor.rank.data,652,"[12.28, 15.78]",长城汽车,374,中型SUV,插电式混合动力,2025.09,6年或15万公里
广汽昊铂,昊铂HT,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/72ca7e923f6e4ef1a5aafdd6cec7f2ff~tplv-resize:640:0.png?psm=motor.rank.data,647,"[18.99, 22.99]",广汽埃安新能源,375,中大型SUV,纯电动,2025.07,6年或15万公里
江铃集团新能源,易至EV3,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/05599a2e253c4346a691f5eba86ec89b~tplv-resize:640:0.png?psm=motor.rank.data,639,"[6.28, 6.68]",江铃集团新能源,376,微型车,纯电动,2025.01,3年或6万公里
江淮瑞风,瑞风M3,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/75413675bb584b12b0c69d89817e5619~tplv-resize:640:0.png?psm=motor.rank.data,639,"[6.58, 12.79]",江汽集团,377,紧凑型MPV,汽油,2024.11,3年或10万公里
比亚迪,汉L DM,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/7e60b72580ff4963b7c7788dce573e72~tplv-resize:640:0.png?psm=motor.rank.data,637,"[20.98, 25.98]",比亚迪,378,中大型车,插电式混合动力,2025.04,6年或15万公里
星途,星途瑶光C-DM,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/0acf97c1779c48eca49c196b98125d89~tplv-resize:640:0.png?psm=motor.rank.data,624,"[13.99, 21.88]",星途,379,中型SUV,插电式混合动力,2025.09,3年或10万公里
极氪,ZEEKR X,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/87bf9e60731445798436e52d5c9c042d~tplv-resize:640:0.png?psm=motor.rank.data,590,"[14.9, 19.9]",极氪,381,紧凑型SUV,纯电动,2024.11,4年或10万公里
宝马,宝马i5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/11076f99f1a44da590f50844645138d7~tplv-resize:640:0.png?psm=motor.rank.data,589,"[33, 42.2]",华晨宝马,382,中大型车,纯电动,2025.09,3年或10万公里
五菱汽车,五菱星光PHEV,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/8924355e448749aa9288b46515577d4d~tplv-resize:640:0.png?psm=motor.rank.data,587,"[7.68, 9.48]",上汽通用五菱,383,中型车,插电式混合动力,2025.05,6年或15万公里
星途,星途揽月,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/8aaf17d1cabc4219a25990d848126921~tplv-resize:640:0.png?psm=motor.rank.data,586,"[16.99, 23.39]",星途,384,中大型SUV,汽油,2025.08,5年或10万公里
奥迪,奥迪Q6,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/939636ff81b646bc86897ddfa5a57c46~tplv-resize:640:0.png?psm=motor.rank.data,570,"[31.9, 43.9]",上汽奥迪,385,中大型SUV,汽油,2025.05,3年或10万公里
领克,领克01,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/13d83bd5a7ba44699106287813ad2afa~tplv-resize:640:0.png?psm=motor.rank.data,569,"[11.98, 16.68]",领克,386,紧凑型SUV,汽油,2025.06,4年或10万公里
五菱汽车,五菱星光S EV,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/5c59f7ebd26342f496f7ac241f350ca4~tplv-resize:640:0.png?psm=motor.rank.data,565,"[10.18, 11.98]",上汽通用五菱,387,紧凑型SUV,纯电动,2025.08,6年或15万公里
星途,星纪元ES,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/f1348f86586a47cb9bca81358f233a52~tplv-resize:640:0.png?psm=motor.rank.data,557,"[15.28, 29.99]",星途,388,中大型车,纯电动,2025.02,4年或12万公里
腾势,腾势Z9GT DM,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/8dc624ad9a764415addd500e616efb3d~tplv-resize:640:0.png?psm=motor.rank.data,556,"[33.48, 41.48]",腾势汽车,389,中大型车,插电式混合动力,2024.09,6年或15万公里
吉利银河,银河E8,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/23f867eb96df470db106b433fa3d8c04~tplv-resize:640:0.png?psm=motor.rank.data,555,"[14.08, 20.8]",吉利银河,390,中大型车,纯电动,2025.03,6年或15万公里
凯翼,炫界,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/707e10337c2c41e89187efb0c2931b31~tplv-resize:640:0.png?psm=motor.rank.data,549,"[6.39, 9.49]",凯翼汽车,391,小型SUV,汽油,2024.11,3年或10万公里
本田,本田HR-V,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/454c032806604745b624ac6e0cd228f1~tplv-resize:640:0.png?psm=motor.rank.data,545,"[12.19, 19.09]",东风本田,392,紧凑型SUV,汽油,2024.04,3年或10万公里
马自达,马自达3 昂克赛拉,https://p3-dcd.byteimg.com/motor-mis-img/2ed9950bbf60e473727cf3735528e032~tplv-resize:640:0.png?psm=motor.rank.data,543,"[8.69, 14.19]",长安马自达,393,紧凑型车,汽油,2025.07,3年或10万公里
睿蓝汽车,枫叶80v,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/ba39c93926014a6c91d2debeb1d61f3c~tplv-resize:640:0.png?psm=motor.rank.data,538,"[8.98, 17.87]",睿蓝汽车,394,紧凑型MPV,纯电动,2024.06,1年或15万公里
上汽大通MAXUS,大通G50,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/3a2183c860de4a0f9212241567872bb6~tplv-resize:640:0.png?psm=motor.rank.data,500,"[8.68, 12.98]",上汽大通,401,紧凑型MPV,汽油,2025.02,3年或6万公里
别克,世纪,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/3757e3369f4c424bb024cbdd0b33837e~tplv-resize:640:0.png?psm=motor.rank.data,498,"[46.99, 68.99]",上汽通用别克,402,中大型MPV,48V轻混系统,2024.11,3年或10万公里
东风风行,星海V9,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/d061bae540394dbd820b2c7b2c49da26~tplv-resize:640:0.png?psm=motor.rank.data,497,"[17.99, 27.99]",东风风行,403,中大型MPV,插电式混合动力,2025.08,8年或16万公里
标致,标致408,https://p9-dcd.byteimg.com/motor-mis-img/e734863947662cd987a9be96b479f828~tplv-resize:640:0.png?psm=motor.rank.data,484,"[10.97, 11.87]",东风标致,404,紧凑型车,汽油,2024.03,5年或15万公里
日产,探陆,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/1e9d215e79504327b7fcee191d8caaf4~tplv-resize:640:0.png?psm=motor.rank.data,481,"[20.98, 27.18]",东风日产,405,中大型SUV,汽油,2024.03,3年或10万公里
凌宝汽车,凌宝BOX,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/12472221312f488aa26ee727194a8550~tplv-resize:640:0.png?psm=motor.rank.data,478,"[4.19, 6.19]",吉麦新能源,406,微型车,纯电动,2024.09,3年或6万公里
名爵,MG ES5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/55fa728d5fb94bd395db6a5bbf6241d6~tplv-resize:640:0.png?psm=motor.rank.data,475,"[8.99, 19.69]",上汽集团,407,紧凑型SUV,纯电动,2024.11,3年或10万公里
沃尔沃,沃尔沃XC60 PHEV,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/c2173354ce984c0f9b689e27cf3e57e5~tplv-resize:640:0.png?psm=motor.rank.data,473,"[35.49, 43.49]",沃尔沃亚太,408,中型SUV,插电式混合动力,2025.06,3年不限公里
奇瑞,瑞虎9 C-DM,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/9c3d4ec9684542258d9aef945ed39cae~tplv-resize:640:0.png?psm=motor.rank.data,469,"[15.59, 17.59]",奇瑞汽车,409,中型SUV,插电式混合动力,2025.09,3年或10万公里
东风富康,e爱丽舍,https://p3-dcd.byteimg.com/motor-mis-img/9ceefa4a99be7a2c74240137c1d04568~tplv-resize:640:0.png?psm=motor.rank.data,467,"[12.98, 13.98]",神龙汽车,410,紧凑型车,纯电动,2021.03,3年或12万公里
斯柯达,速派,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/311d2486ecbd401881dad84af2f75e6b~tplv-resize:640:0.png?psm=motor.rank.data,449,"[11.39, 19.49]",上汽大众斯柯达,411,中型车,汽油,2024.10,3年或10万公里
曹操汽车,曹操60,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/fef8894a0d9b4d42a1d0a42d7f6e8416~tplv-resize:640:0.png?psm=motor.rank.data,445,"[12.98, 16.98]",曹操汽车,412,紧凑型车,纯电动,2024.09,2年15万公里
本田,冠道,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/d580cb5e4cf645eb82fa59ca24034ace~tplv-resize:640:0.png?psm=motor.rank.data,439,"[19.28, 28.28]",广汽本田,413,中型SUV,汽油,2023.08,3年或10万公里
坦克,坦克700 Hi4-T,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/dba086fd7b2f4b1ebf8b104dc26331c3~tplv-resize:640:0.png?psm=motor.rank.data,435,"[42.8, 70]",长城汽车,414,中大型SUV,插电式混合动力,2024.02,5年或15万公里
奔腾,悦意07,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/a095bde172a543dfb23dafed34daaa14~tplv-resize:640:0.png?psm=motor.rank.data,434,"[9.98, 12.99]",一汽奔腾,415,中型SUV,插电式混合动力,2025.05,3年不限里程
岚图,岚图梦想家 EV,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/02f9cd3ba93a4317821568e954b80d1b~tplv-resize:640:0.png?psm=motor.rank.data,432,"[34.99, 44.99]",岚图汽车,416,中大型MPV,纯电动,2025.09,5年或10万公里
星途,星途揽月C-DM,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/5c3cb36f0c944a518645e30dd128e071~tplv-resize:640:0.png?psm=motor.rank.data,418,"[20.99, 23.39]",星途,417,中大型SUV,插电式混合动力,2025.03,5年或10万公里
凯翼,昆仑iHD,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/b6d39496b70a4122a91bba45677ed798~tplv-resize:640:0.png?psm=motor.rank.data,415,"[10.99, 21.98]",凯翼汽车,418,中型SUV,插电式混合动力,2025.09,3年或10万公里
理想汽车,理想i6,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/23bca80155b2406abca7b473c8e85691~tplv-resize:640:0.png?psm=motor.rank.data,404,"[24.98, 26.98]",理想汽车,419,中大型SUV,纯电动,2025.09,5年或10万公里
smart,smart精灵#3,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/ede2fc731fb445729d41cb97f4e7f92c~tplv-resize:640:0.png?psm=motor.rank.data,404,"[16.49, 28.99]",smart,420,紧凑型SUV,纯电动,2025.07,4年或15万公里
阿维塔,阿维塔 11,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/417b54c9b14c4aa1af1ece114bf1f95b~tplv-resize:640:0.png?psm=motor.rank.data,403,"[27.99, 42.99]",阿维塔科技,421,中大型SUV,增程式,2025.04,5年或12万公里
本田,东风本田S7,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/76cd3f53227348deaf2d3efb618a17df~tplv-resize:640:0.png?psm=motor.rank.data,400,"[19.99, 24.99]",东风本田,422,中型SUV,纯电动,2025.03,3年或10万公里
宝骏,悦也,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/89571c98d16249bfa17a9e614ecedea0~tplv-resize:640:0.png?psm=motor.rank.data,399,"[7.68, 8.98]",上汽通用五菱,423,小型SUV,纯电动,2024.04,3年或10万公里
广汽传祺,传祺向往S9,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/319c05782337493682f7edb872c7a673~tplv-resize:640:0.png?psm=motor.rank.data,387,"[22.99, 25.99]",广汽传祺,424,中大型SUV,插电式混合动力,2025.09,5年或15万公里
凯翼,拾月,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/2dd89dc8c3d84bca9e205d857171e95f~tplv-resize:640:0.png?psm=motor.rank.data,381,"[5.09, 9.98]",凯翼汽车,425,微型车,纯电动,2025.08,3年或12万公里
比亚迪,秦EV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/af3a1fe5bb2941c7b3248d8ed13b58f0~tplv-resize:640:0.png?psm=motor.rank.data,381,"[16.88, 16.88]",比亚迪,426,紧凑型车,纯电动,2025.04,1年或10万公里
比亚迪,海豹,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/d84891563f414575a52c8ee687f7a3ba~tplv-resize:640:0.png?psm=motor.rank.data,380,"[16.58, 23.18]",比亚迪,427,中型车,纯电动,2025.02,6年或15万公里
坦克,坦克400,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/db633cf9b7104f70b8df6e51164d4b7f~tplv-resize:640:0.png?psm=motor.rank.data,380,"[24.98, 26.48]",长城汽车,428,中大型SUV,48V轻混系统,2025.02,5年或15万公里
现代,菲斯塔,https://p3-dcd.byteimg.com/motor-mis-img/59c714d0afdd6fbe61a5108d3c29327f~tplv-resize:640:0.png?psm=motor.rank.data,376,"[13.88, 15.48]",北京现代,429,紧凑型车,汽油,2022.11,3年或10万公里
奔驰,奔驰EQB,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/8012d7317f14457fae5936630f6c83e2~tplv-resize:640:0.png?psm=motor.rank.data,370,"[23.2, 30.8]",北京奔驰,430,紧凑型SUV,纯电动,2024.08,3年不限公里
吉利汽车,豪越L,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/4a1e80d647b14ac59839c80e06752338~tplv-resize:640:0.png?psm=motor.rank.data,362,"[10.99, 13.59]",吉利汽车,431,中型SUV,汽油,2024.10,4年或10万公里
长安,长安UNI-K,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/458c4ef6b652476e8519de66e0912a74~tplv-resize:640:0.png?psm=motor.rank.data,359,"[12.99, 15.99]",长安汽车,432,中型SUV,汽油,2023.11,3年或10万公里
红旗,红旗HS7,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/a2923428f5184443b04d251e0b636559~tplv-resize:640:0.png?psm=motor.rank.data,359,"[21.78, 24.78]",一汽红旗,433,中大型SUV,48V轻混系统,2025.08,4年或10万公里
本田,缤智,https://p3-dcd.byteimg.com/motor-mis-img/8667f54bc5d28b9ee06bf37dc60cc85f~tplv-resize:640:0.png?psm=motor.rank.data,355,"[9.49, 11.49]",广汽本田,434,小型SUV,汽油,2024.09,3年或10万公里
领克,领克09,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/364454f27a1a440e88097db05eabadec~tplv-resize:640:0.png?psm=motor.rank.data,351,"[22.58, 23.28]",领克,435,中大型SUV,48V轻混系统,2024.09,5年或10万公里
红旗,红旗天工05,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/b13d78fbe4f9477795996e2021c38aa8~tplv-resize:640:0.png?psm=motor.rank.data,350,"[14.98, 21.28]",一汽红旗,436,中型车,纯电动,2025.02,4年或10万公里
领克,领克09 EM-P,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/f29a0b794aff4900a5d45b49a9a667e3~tplv-resize:640:0.png?psm=motor.rank.data,343,"[25.58, 30.48]",领克,437,中大型SUV,插电式混合动力,2025.05,5年或10万公里
斯柯达,柯珞克,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/5d64b637b63a4291ad2e9e94cf897aa7~tplv-resize:640:0.png?psm=motor.rank.data,343,"[14.99, 15.49]",上汽大众斯柯达,438,紧凑型SUV,汽油,2024.09,3年或10万公里
本田,雅阁 PHEV,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/1ae0edb3075545af8d0be53319607dcd~tplv-resize:640:0.png?psm=motor.rank.data,333,"[18.18, 22.38]",广汽本田,439,中型车,插电式混合动力,2025.06,3年或10万公里
路虎,揽胜极光,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/17fa915b97a743298e3f8bb5233c9d05~tplv-resize:640:0.png?psm=motor.rank.data,333,"[23.98, 47.58]",奇瑞捷豹路虎,440,中型SUV,48V轻混系统,2025.10,3年或10万公里
本田,本田XR-V,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/7e190de9cd674a5c91fe8eae6e5bf98c~tplv-resize:640:0.png?psm=motor.rank.data,333,"[10.69, 12.69]",东风本田,441,小型SUV,汽油,2023.08,3年或10万公里
奥迪,奥迪Q5L Sportback,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/29cfd14dd63a42e4b47a5b682b5dda75~tplv-resize:640:0.png?psm=motor.rank.data,324,"[27.73, 31.38]",一汽奥迪,442,中型SUV,汽油,2025.02,3年或10万公里
仰望,仰望U7 PHEV,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/f023f71da94e410592a1275069eed92b~tplv-resize:640:0.png?psm=motor.rank.data,321,"[62.8, 70.8]",仰望,443,大型车,插电式混合动力,2025.03,6年或15万公里
启辰,启辰大V,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/70ada3c249cf4fd69983d811b1e04a39~tplv-resize:640:0.png?psm=motor.rank.data,312,"[8.38, 12.88]",东风日产,444,紧凑型SUV,汽油,2025.07,3年或10万公里
大众,帕萨特PHEV,https://p3-dcd.byteimg.com/motor-mis-img/1304ba480eb5fec1b5059baef1a8762d~tplv-resize:640:0.png?psm=motor.rank.data,310,"[20.82, 21.71]",上汽大众,445,中型车,插电式混合动力,2024.09,3年或10万公里
红旗,红旗HQ9 PHEV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/e6cfd90ea6404a79a9ede056d4cbfee1~tplv-resize:640:0.png?psm=motor.rank.data,302,"[33.88, 51.88]",一汽红旗,446,中大型MPV,插电式混合动力,2024.04,4年或10万公里
广汽传祺,传祺E9 PHEV,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/c5d2d86a507f4721af7f582a6c661243~tplv-resize:640:0.png?psm=motor.rank.data,300,"[29.98, 40.98]",广汽传祺,447,中大型MPV,插电式混合动力,2024.11,3年或10万公里
本田,本田UR-V,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/f475084cc3e44000a686ed8f7a955963~tplv-resize:640:0.png?psm=motor.rank.data,299,"[20.38, 28.68]",东风本田,448,中型SUV,汽油,2023.06,3年或10万公里
北京汽车,北京X7,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/67658ecc813347a7ac755fe72b5123ad~tplv-resize:640:0.png?psm=motor.rank.data,282,"[9.49, 13.69]",北京汽车,449,紧凑型SUV,汽油,2025.07,5年或10万公里
吉利汽车,缤瑞,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/b0363355afee45938f39b0248fa6e5bc~tplv-resize:640:0.png?psm=motor.rank.data,272,"[7.48, 10.98]",吉利汽车,450,紧凑型车,汽油,2023.08,4年或10万公里
荣威,荣威D5X DMH,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/5f76e3a9f0684a529d8a128efb9bb365~tplv-resize:640:0.png?psm=motor.rank.data,269,"[9.98, 11.68]",上汽集团,451,紧凑型SUV,插电式混合动力,2024.05,6年或15万公里
奔驰,奔驰EQA,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/06f97e6d149a4a5ba9bfbcb7c717a105~tplv-resize:640:0.png?psm=motor.rank.data,266,"[20.2, 20.2]",北京奔驰,452,紧凑型SUV,纯电动,2024.08,3年不限公里
林肯,冒险家,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/ca080a5ebc71424c9cfa4054f7c00023~tplv-resize:640:0.png?psm=motor.rank.data,258,"[23.58, 34.58]",长安林肯,453,紧凑型SUV,汽油,2025.08,5年或14万公里
沃尔沃,沃尔沃S90 PHEV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/f4c206b03bf042fc9b8653f1fe3df7dd~tplv-resize:640:0.png?psm=motor.rank.data,258,"[37.09, 45.49]",沃尔沃亚太,454,中大型车,插电式混合动力,2025.05,3年不限公里
广汽昊铂,昊铂GT,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/444ef2292fd640339364576f4d57aa17~tplv-resize:640:0.png?psm=motor.rank.data,253,"[17.39, 18.59]",广汽埃安新能源,455,中大型车,纯电动,2025.07,6年或15万公里
